[2026-02-24 15:43:00] [RUN 20260224_154300] TRAINING STARTED
[TRAIN][CONFIG] dataset_root=datasets/shu_classification_clean_v2 output=controllers/erebus_controller/models/cnn_shu_weights_v2_50e.npz input_size=32 batch_size=64 epochs=50 lr=0.0003 seed=7 conv1=24 conv2=48
[TRAIN][DATA] device=cuda train=6814 val=833 class_counts={'H': 2283, 'S': 2256, 'U': 2275}
[TRAIN][EPOCH 038/050] train_loss=0.4250 val_loss=0.2440 val_acc=0.975 val_class_acc=[H:0.968 S:0.975 U:0.981] lr=0.000047
[TRAIN][EPOCH 039/050] train_loss=0.4220 val_loss=0.2423 val_acc=0.976 val_class_acc=[H:0.968 S:0.979 U:0.981] lr=0.000041
[TRAIN][EPOCH 040/050] train_loss=0.4132 val_loss=0.2380 val_acc=0.975 val_class_acc=[H:0.971 S:0.972 U:0.981] lr=0.000034
[TRAIN][EPOCH 041/050] train_loss=0.4160 val_loss=0.2364 val_acc=0.975 val_class_acc=[H:0.971 S:0.972 U:0.981] lr=0.000029
[TRAIN][EPOCH 042/050] train_loss=0.4146 val_loss=0.2350 val_acc=0.975 val_class_acc=[H:0.971 S:0.972 U:0.981] lr=0.000023
[TRAIN][EPOCH 043/050] train_loss=0.4092 val_loss=0.2338 val_acc=0.972 val_class_acc=[H:0.971 S:0.965 U:0.981] lr=0.000019
[TRAIN][EPOCH 044/050] train_loss=0.4120 val_loss=0.2336 val_acc=0.975 val_class_acc=[H:0.971 S:0.972 U:0.981] lr=0.000014
[TRAIN][EPOCH 045/050] train_loss=0.4066 val_loss=0.2330 val_acc=0.975 val_class_acc=[H:0.971 S:0.972 U:0.981] lr=0.000011
[TRAIN][EPOCH 046/050] train_loss=0.4118 val_loss=0.2326 val_acc=0.975 val_class_acc=[H:0.971 S:0.972 U:0.981] lr=0.000007
[TRAIN][EPOCH 047/050] train_loss=0.4168 val_loss=0.2322 val_acc=0.975 val_class_acc=[H:0.971 S:0.972 U:0.981] lr=0.000005
[TRAIN][EPOCH 048/050] train_loss=0.4096 val_loss=0.2320 val_acc=0.975 val_class_acc=[H:0.971 S:0.972 U:0.981] lr=0.000003
[TRAIN][EPOCH 049/050] train_loss=0.4107 val_loss=0.2319 val_acc=0.975 val_class_acc=[H:0.971 S:0.972 U:0.981] lr=0.000001
[TRAIN][EPOCH 050/050] train_loss=0.4124 val_loss=0.2319 val_acc=0.975 val_class_acc=[H:0.971 S:0.972 U:0.981] lr=0.000000
[TRAIN][SUMMARY] best_epoch=039 best_val_acc=0.976 weights_path=controllers/erebus_controller/models/cnn_shu_weights_v2_50e.npz
[2026-02-24 15:47:38] [RUN 20260224_154300] TRAINING FINISHED
